Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-01838,Data Engineer,"Join our growing team as a Data Engineer. Required skills: ETL, Data Warehousing, Scala, SQL, Snowflake, Docker, Airflow. This role involves data warehousing and ETL processes and collaborating with cross-functional teams.","ETL, Data Warehousing, Scala, SQL, Snowflake, Docker, Airflow",Junior (1-3 yrs),San Francisco,657000.0,2023-11-28
JOB-01839,Mobile App Developer,"Exciting opportunity for a Mobile App Developer! Must be proficient in REST API, Git, Firebase, Kotlin, TypeScript, iOS, Swift, Android. Key responsibilities include building mobile applications and performance optimization.","REST API, Git, Firebase, Kotlin, TypeScript, iOS, Swift, Android",Mid (3-5 yrs),Toronto,1310000.0,2021-06-13
JOB-01840,Machine Learning Engineer,"Hiring a Machine Learning Engineer with strong expertise in Kubernetes, Python, AWS, Deep Learning, TensorFlow, MLOps, NLP. You will deploying ML models to production and optimizing model performance and drive innovation in our technology stack.","Kubernetes, Python, AWS, Deep Learning, TensorFlow, MLOps, NLP",Fresher (0-1 yrs),Pune,597000.0,2022-10-04
JOB-01841,Full Stack Developer,"We need an experienced Full Stack Developer who can work with REST API, HTML, JavaScript, Git, TypeScript, MongoDB, SQL. The role focuses on designing RESTful APIs and database management and delivering high-quality solutions.","REST API, HTML, JavaScript, Git, TypeScript, MongoDB, SQL",Mid (3-5 yrs),Toronto,1499000.0,2021-12-25
JOB-01842,Frontend Developer,"Join our growing team as a Frontend Developer. Required skills: Redux, Git, Figma, TypeScript. This role involves building responsive user interfaces and implementing design systems and collaborating with cross-functional teams.","Redux, Git, Figma, TypeScript",Senior (5-8 yrs),Toronto,1405000.0,2022-12-16
JOB-01843,Frontend Developer,"Hiring a Frontend Developer with strong expertise in Git, Webpack, JavaScript. You will building responsive user interfaces and implementing design systems and drive innovation in our technology stack.","Git, Webpack, JavaScript",Junior (1-3 yrs),Austin,703000.0,2022-03-25
JOB-01844,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with Agile, Test Automation, CI/CD, API Testing, JIRA, Java. You will be responsible for quality assurance and test automation.","Agile, Test Automation, CI/CD, API Testing, JIRA, Java",Senior (5-8 yrs),Sydney,2234000.0,2022-07-10
JOB-01845,Mobile App Developer,"Hiring a Mobile App Developer with strong expertise in Android, Swift, Firebase. You will performance optimization and app store deployment and drive innovation in our technology stack.","Android, Swift, Firebase",Lead (8-12 yrs),Sydney,3443000.0,2018-04-16
JOB-01846,Data Analyst,"Join our growing team as a Data Analyst. Required skills: SQL, R, Tableau, Python, Power BI, Data Visualization. This role involves data quality assurance and analyzing business metrics and collaborating with cross-functional teams.","SQL, R, Tableau, Python, Power BI, Data Visualization",Principal (12+ yrs),Kochi,4370000.0,2022-11-23
JOB-01847,Software Engineer,"We are looking for a skilled Software Engineer to join our team. The ideal candidate should have experience with SQL, Git, Docker, Algorithms, REST API, Python, JavaScript, Agile. You will be responsible for software design and code reviews.","SQL, Git, Docker, Algorithms, REST API, Python, JavaScript, Agile",Fresher (0-1 yrs),Sydney,532000.0,2021-11-09
JOB-01848,Systems Administrator,"Join our growing team as a Systems Administrator. Required skills: Linux, DNS, Bash, Networking, VMware. This role involves security patching and system monitoring and collaborating with cross-functional teams.","Linux, DNS, Bash, Networking, VMware",Junior (1-3 yrs),Delhi NCR,719000.0,2024-03-02
JOB-01849,Data Engineer,"Hiring a Data Engineer with strong expertise in Apache Spark, Airflow, Kafka, Hadoop, Data Warehousing. You will ETL processes and building data pipelines and drive innovation in our technology stack.","Apache Spark, Airflow, Kafka, Hadoop, Data Warehousing",Fresher (0-1 yrs),Singapore,600000.0,2018-12-25
JOB-01850,Backend Developer,"Exciting opportunity for a Backend Developer! Must be proficient in Node.js, REST API, Kubernetes, Docker, PostgreSQL, RabbitMQ, Java, Python. Key responsibilities include designing scalable backend systems and microservices architecture.","Node.js, REST API, Kubernetes, Docker, PostgreSQL, RabbitMQ, Java, Python",Senior (5-8 yrs),Austin,2236000.0,2021-09-07
JOB-01851,Product Manager (Tech),"Join our growing team as a Product Manager (Tech). Required skills: SQL, Stakeholder Management, JIRA, Roadmapping, A/B Testing, Scrum, Data Analysis. This role involves stakeholder management and feature prioritization and collaborating with cross-functional teams.","SQL, Stakeholder Management, JIRA, Roadmapping, A/B Testing, Scrum, Data Analysis",Lead (8-12 yrs),London,3710000.0,2025-03-05
JOB-01852,Cloud Architect,"We need an experienced Cloud Architect who can work with CloudFormation, GCP, Linux, Kubernetes, Terraform, AWS. The role focuses on designing cloud infrastructure and security architecture and delivering high-quality solutions.","CloudFormation, GCP, Linux, Kubernetes, Terraform, AWS",Senior (5-8 yrs),Hyderabad,2307000.0,2018-04-23
JOB-01853,Data Analyst,"Exciting opportunity for a Data Analyst! Must be proficient in Pandas, SQL, Power BI, Excel. Key responsibilities include analyzing business metrics and creating dashboards.","Pandas, SQL, Power BI, Excel",Fresher (0-1 yrs),Dublin,490000.0,2020-04-22
JOB-01854,Backend Developer,"Hiring a Backend Developer with strong expertise in Redis, Kubernetes, Spring Boot, Java, REST API. You will designing scalable backend systems and API development and drive innovation in our technology stack.","Redis, Kubernetes, Spring Boot, Java, REST API",Lead (8-12 yrs),San Francisco,3038000.0,2022-08-04
JOB-01855,Business Intelligence Analyst,"We need an experienced Business Intelligence Analyst who can work with Python, DAX, Data Visualization, SQL, Statistics. The role focuses on data modeling and business requirements analysis and delivering high-quality solutions.","Python, DAX, Data Visualization, SQL, Statistics",Mid (3-5 yrs),Dublin,1192000.0,2024-03-04
JOB-01856,DevOps Engineer,"We need an experienced DevOps Engineer who can work with AWS, Bash, Linux, CI/CD, Python, Ansible, Terraform, Jenkins. The role focuses on managing CI/CD pipelines and container orchestration and delivering high-quality solutions.","AWS, Bash, Linux, CI/CD, Python, Ansible, Terraform, Jenkins",Lead (8-12 yrs),Kolkata,3787000.0,2020-12-05
JOB-01857,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in JavaScript, Ethereum, Rust, Solidity. Key responsibilities include security auditing and DApp building.","JavaScript, Ethereum, Rust, Solidity",Lead (8-12 yrs),Austin,2799000.0,2020-02-20
JOB-01858,Backend Developer,"Hiring a Backend Developer with strong expertise in Java, Docker, Redis, PostgreSQL, Spring Boot. You will microservices architecture and API development and drive innovation in our technology stack.","Java, Docker, Redis, PostgreSQL, Spring Boot",Principal (12+ yrs),Kochi,4415000.0,2023-01-13
JOB-01859,QA Engineer,"Hiring a QA Engineer with strong expertise in Test Automation, Java, Agile, Manual Testing, JIRA, Selenium. You will quality assurance and performance testing and drive innovation in our technology stack.","Test Automation, Java, Agile, Manual Testing, JIRA, Selenium",Lead (8-12 yrs),Kochi,2736000.0,2024-01-08
JOB-01860,Business Intelligence Analyst,"Exciting opportunity for a Business Intelligence Analyst! Must be proficient in Data Warehousing, Data Visualization, Excel, Statistics. Key responsibilities include report automation and business requirements analysis.",,Lead (8-12 yrs),Seattle,3166000.0,2023-07-08
JOB-01861,Software Engineer,"Join our growing team as a Software Engineer. Required skills: Git, Docker, Linux, JavaScript, Python, Agile. This role involves writing clean code and code reviews and collaborating with cross-functional teams.","Git, Docker, Linux, JavaScript, Python, Agile",Fresher (0-1 yrs),Mumbai,316000.0,2018-08-07
JOB-01862,Business Intelligence Analyst,"We need an experienced Business Intelligence Analyst who can work with ETL, Excel, SQL, Data Warehousing, Python, Statistics, Data Visualization, Power BI. The role focuses on business requirements analysis and data modeling and delivering high-quality solutions.","ETL, Excel, SQL, Data Warehousing, Python, Statistics, Data Visualization, Power BI",Principal (12+ yrs),Sydney,3909000.0,2023-03-06
JOB-01863,Business Intelligence Analyst,"Join our growing team as a Business Intelligence Analyst. Required skills: Tableau, DAX, Power BI. This role involves business requirements analysis and building BI dashboards and collaborating with cross-functional teams.","Tableau, DAX, Power BI",Lead (8-12 yrs),Bangalore,2889000.0,2023-05-18
JOB-01864,QA Engineer,"Join our growing team as a QA Engineer. Required skills: Test Automation, Manual Testing, Agile, JIRA, Java, CI/CD, Selenium. This role involves test automation and bug tracking and collaborating with cross-functional teams.","Test Automation, Manual Testing, Agile, JIRA, Java, CI/CD, Selenium",Fresher (0-1 yrs),Seattle,536000.0,2022-07-26
JOB-01865,Cybersecurity Analyst,"Join our growing team as a Cybersecurity Analyst. Required skills: Compliance, SIEM, Network Security, Penetration Testing, Python, Firewalls, Vulnerability Assessment, Linux. This role involves vulnerability assessment and security audits and collaborating with cross-functional teams.","Compliance, SIEM, Network Security, Penetration Testing, Python, Firewalls, Vulnerability Assessment, Linux",Mid (3-5 yrs),Toronto,1004000.0,2020-07-19
JOB-01866,AI Engineer,"Hiring a AI Engineer with strong expertise in LangChain, Transformers, Python, Computer Vision. You will integrating AI into products and research and prototyping and drive innovation in our technology stack.","LangChain, Transformers, Python, Computer Vision",Lead (8-12 yrs),Dublin,2506000.0,2021-06-03
JOB-01867,QA Engineer,"Join our growing team as a QA Engineer. Required skills: Test Automation, Manual Testing, JIRA, Python, Java, Agile, Selenium. This role involves test automation and quality assurance and collaborating with cross-functional teams.","Test Automation, Manual Testing, JIRA, Python, Java, Agile, Selenium",Mid (3-5 yrs),Sydney,1295000.0,2023-07-17
JOB-01868,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Python, Cryptography, Web3, JavaScript, DeFi, Ethereum, Smart Contracts. Key responsibilities include security auditing and blockchain architecture.","Python, Cryptography, Web3, JavaScript, DeFi, Ethereum, Smart Contracts",Junior (1-3 yrs),Sydney,679000.0,2025-05-25
JOB-01869,Cybersecurity Analyst,"We are looking for a skilled Cybersecurity Analyst to join our team. The ideal candidate should have experience with Network Security, Firewalls, Encryption, Vulnerability Assessment, Python, Incident Response. You will be responsible for incident response and vulnerability assessment.","Network Security, Firewalls, Encryption, Vulnerability Assessment, Python, Incident Response",Mid (3-5 yrs),Kochi,1136000.0,2022-04-11
JOB-01870,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: JavaScript, Firebase, TypeScript, Android, Flutter, REST API. This role involves building mobile applications and performance optimization and collaborating with cross-functional teams.","JavaScript, Firebase, TypeScript, Android, Flutter, REST API",Principal (12+ yrs),Berlin,5263000.0,2025-02-22
JOB-01871,Cloud Architect,"We are looking for a skilled Cloud Architect to join our team. The ideal candidate should have experience with Serverless, CloudFormation, Microservices, Kubernetes, Security, Docker, Terraform, Linux. You will be responsible for designing cloud infrastructure and cost optimization.","Serverless, CloudFormation, Microservices, Kubernetes, Security, Docker, Terraform, Linux",Principal (12+ yrs),Hyderabad,4626000.0,2023-12-03
JOB-01872,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Compliance, Python, Vulnerability Assessment, Network Security. The role focuses on threat detection and incident response and delivering high-quality solutions.","Compliance, Python, Vulnerability Assessment, Network Security",Mid (3-5 yrs),Bangalore,1053000.0,2019-04-17
JOB-01873,Blockchain Developer,"We need an experienced Blockchain Developer who can work with Ethereum, Solidity, Python. The role focuses on smart contract development and DApp building and delivering high-quality solutions.","Ethereum, Solidity, Python",Mid (3-5 yrs),Pune,1485000.0,2020-05-26
JOB-01874,Machine Learning Engineer,"We need an experienced Machine Learning Engineer who can work with Deep Learning, Machine Learning, NLP, TensorFlow, Scikit-learn, Kubernetes, MLOps. The role focuses on deploying ML models to production and building ML pipelines and delivering high-quality solutions.","Deep Learning, Machine Learning, NLP, TensorFlow, Scikit-learn, Kubernetes, MLOps",Mid (3-5 yrs),Austin,1069000.0,2024-06-02
JOB-01875,Site Reliability Engineer,"Join our growing team as a Site Reliability Engineer. Required skills: CI/CD, Prometheus, Grafana. This role involves incident management and capacity planning and collaborating with cross-functional teams.","CI/CD, Prometheus, Grafana",Fresher (0-1 yrs),Seattle,493000.0,2018-01-18
JOB-01876,QA Engineer,"We need an experienced QA Engineer who can work with Agile, Selenium, Manual Testing, Performance Testing, CI/CD, JIRA, Test Automation, API Testing. The role focuses on quality assurance and performance testing and delivering high-quality solutions.","Agile, Selenium, Manual Testing, Performance Testing, CI/CD, JIRA, Test Automation, API Testing",Junior (1-3 yrs),Mumbai,906000.0,2019-10-08
JOB-01877,Data Engineer,,"Docker, Python, Hadoop",Senior (5-8 yrs),Sydney,1946000.0,2022-11-03
JOB-01878,Business Intelligence Analyst,"We need an experienced Business Intelligence Analyst who can work with Tableau, SQL, ETL. The role focuses on building BI dashboards and data modeling and delivering high-quality solutions.","Tableau, SQL, ETL",Principal (12+ yrs),Ahmedabad,3566000.0,2024-12-05
JOB-01879,AI Engineer,"Join our growing team as a AI Engineer. Required skills: MLOps, TensorFlow, PyTorch, Docker, LangChain, NLP. This role involves training deep learning models and integrating AI into products and collaborating with cross-functional teams.","MLOps, TensorFlow, PyTorch, Docker, LangChain, NLP",Lead (8-12 yrs),Pune,2331000.0,2021-11-03
JOB-01880,Cloud Architect,"Join our growing team as a Cloud Architect. Required skills: AWS, GCP, Kubernetes, Serverless. This role involves designing cloud infrastructure and cost optimization and collaborating with cross-functional teams.","AWS, GCP, Kubernetes, Serverless",Senior (5-8 yrs),Chennai,2039000.0,2022-12-17
JOB-01881,AI Engineer,"We are looking for a skilled AI Engineer to join our team. The ideal candidate should have experience with Machine Learning, LangChain, MLOps, TensorFlow, Python, NLP, Computer Vision. You will be responsible for integrating AI into products and training deep learning models.","Machine Learning, LangChain, MLOps, TensorFlow, Python, NLP, Computer Vision",Senior (5-8 yrs),Hyderabad,2346000.0,2021-02-19
JOB-01882,Data Analyst,"Hiring a Data Analyst with strong expertise in Data Visualization, SQL, Excel, Tableau. You will creating dashboards and data quality assurance and drive innovation in our technology stack.","Data Visualization, SQL, Excel, Tableau",Lead (8-12 yrs),Jaipur,3430000.0,2024-02-23
JOB-01883,Database Administrator,"We are looking for a skilled Database Administrator to join our team. The ideal candidate should have experience with PostgreSQL, MongoDB, SQL, Backup Recovery, Python, Data Modeling. You will be responsible for database management and performance tuning.","PostgreSQL, MongoDB, SQL, Backup Recovery, Python, Data Modeling",Mid (3-5 yrs),San Francisco,1024000.0,2020-10-11
JOB-01884,Blockchain Developer,"We are looking for a skilled Blockchain Developer to join our team. The ideal candidate should have experience with Cryptography, Smart Contracts, DeFi. You will be responsible for blockchain architecture and security auditing.","Cryptography, Smart Contracts, DeFi",Lead (8-12 yrs),Seattle,3092000.0,2020-07-14
JOB-01885,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: PyTorch, NLP, Machine Learning, Python, Deep Learning. This role involves optimizing model performance and feature engineering and collaborating with cross-functional teams.","PyTorch, NLP, Machine Learning, Python, Deep Learning",Principal (12+ yrs),Berlin,4386000.0,2023-08-28
JOB-01886,Business Intelligence Analyst,"Exciting opportunity for a Business Intelligence Analyst! Must be proficient in DAX, Tableau, Python, Statistics, Power BI, Data Warehousing. Key responsibilities include building BI dashboards and data modeling.","DAX, Tableau, Python, Statistics, Power BI, Data Warehousing",Junior (1-3 yrs),London,762000.0,2021-05-16
JOB-01887,Systems Administrator,"We need an experienced Systems Administrator who can work with Networking, VMware, DNS. The role focuses on security patching and server management and delivering high-quality solutions.","Networking, VMware, DNS",Fresher (0-1 yrs),London,,2023-08-13
JOB-01888,Database Administrator,"Exciting opportunity for a Database Administrator! Must be proficient in MySQL, MongoDB, Backup Recovery, Python, Linux, Oracle, Database Tuning. Key responsibilities include data migration and backup and recovery.","MySQL, MongoDB, Backup Recovery, Python, Linux, Oracle, Database Tuning",Mid (3-5 yrs),Toronto,1103000.0,2023-02-13
JOB-01889,Mobile App Developer,"We need an experienced Mobile App Developer who can work with Flutter, Kotlin, React Native, REST API. The role focuses on building mobile applications and performance optimization and delivering high-quality solutions.","Flutter, Kotlin, React Native, REST API",Mid (3-5 yrs),London,921000.0,2019-03-07
JOB-01890,Software Engineer,"We are looking for a skilled Software Engineer to join our team. The ideal candidate should have experience with Docker, Python, REST API, C++, Algorithms, Agile, Java. You will be responsible for code reviews and writing clean code.","Docker, Python, REST API, C++, Algorithms, Agile, Java",Principal (12+ yrs),Ahmedabad,4220000.0,2021-03-01
JOB-01891,Product Manager (Tech),"We are looking for a skilled Product Manager (Tech) to join our team. The ideal candidate should have experience with Product Strategy, SQL, Data Analysis. You will be responsible for product roadmap planning and feature prioritization.","Product Strategy, SQL, Data Analysis",Junior (1-3 yrs),Pune,863000.0,2023-04-05
JOB-01892,Data Engineer,"We need an experienced Data Engineer who can work with Hadoop, SQL, ETL, Docker, Snowflake, AWS, Python, Kafka. The role focuses on data quality management and data warehousing and delivering high-quality solutions.","Hadoop, SQL, ETL, Docker, Snowflake, AWS, Python, Kafka",Junior (1-3 yrs),Kolkata,633000.0,2025-08-17
JOB-01893,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Excel, Google Analytics, Data Visualization, Power BI. You will be responsible for generating reports and creating dashboards.","Excel, Google Analytics, Data Visualization, Power BI",Senior (5-8 yrs),Austin,2085000.0,2019-02-07
JOB-01894,Systems Administrator,"Hiring a Systems Administrator with strong expertise in Networking, PowerShell, DNS, Bash, Security, VMware. You will system monitoring and security patching and drive innovation in our technology stack.","Networking, PowerShell, DNS, Bash, Security, VMware",Senior (5-8 yrs),New York,2292000.0,2022-10-25
JOB-01895,Cybersecurity Analyst,"Exciting opportunity for a Cybersecurity Analyst! Must be proficient in Python, Firewalls, Incident Response, Encryption. Key responsibilities include vulnerability assessment and incident response.","Python, Firewalls, Incident Response, Encryption",Junior (1-3 yrs),Toronto,874000.0,2022-09-05
JOB-01896,DevOps Engineer,"Exciting opportunity for a DevOps Engineer! Must be proficient in Kubernetes, GCP, Linux, Git, Bash. Key responsibilities include monitoring and alerting and infrastructure automation.","Kubernetes, GCP, Linux, Git, Bash",Mid (3-5 yrs),Ahmedabad,837000.0,2023-09-01
JOB-01897,Mobile App Developer,"Exciting opportunity for a Mobile App Developer! Must be proficient in Swift, JavaScript, Firebase, Git. Key responsibilities include performance optimization and UI/UX implementation.","Swift, JavaScript, Firebase, Git",Principal (12+ yrs),Chennai,3589000.0,2022-07-13
JOB-01898,Backend Developer,"Join our growing team as a Backend Developer. Required skills: Redis, Kubernetes, Microservices. This role involves database optimization and microservices architecture and collaborating with cross-functional teams.","Redis, Kubernetes, Microservices",Junior (1-3 yrs),London,858000.0,2020-11-27
JOB-01899,Business Intelligence Analyst,"We are looking for a skilled Business Intelligence Analyst to join our team. The ideal candidate should have experience with Tableau, Power BI, Data Warehousing, ETL. You will be responsible for building BI dashboards and data modeling.","Tableau, Power BI, Data Warehousing, ETL",Mid (3-5 yrs),Pune,976000.0,2020-02-09
JOB-01900,Database Administrator,"Exciting opportunity for a Database Administrator! Must be proficient in MongoDB, Database Tuning, Linux, MySQL, Backup Recovery, PostgreSQL. Key responsibilities include database management and backup and recovery.","MongoDB, Database Tuning, Linux, MySQL, Backup Recovery, PostgreSQL",Lead (8-12 yrs),Pune,3560000.0,2020-10-26
JOB-01901,Systems Administrator,"We need an experienced Systems Administrator who can work with Networking, VMware, Security, Linux, Monitoring, Active Directory. The role focuses on system monitoring and security patching and delivering high-quality solutions.","Networking, VMware, Security, Linux, Monitoring, Active Directory",Principal (12+ yrs),Kochi,4105000.0,2023-12-07
JOB-01902,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Python, SIEM, Compliance, Vulnerability Assessment, Firewalls, Incident Response, Linux. The role focuses on vulnerability assessment and incident response and delivering high-quality solutions.","Python, SIEM, Compliance, Vulnerability Assessment, Firewalls, Incident Response, Linux",Junior (1-3 yrs),Austin,558000.0,2018-12-26
JOB-01903,Cloud Architect,"We are looking for a skilled Cloud Architect to join our team. The ideal candidate should have experience with GCP, Networking, Docker, AWS, Terraform, Azure, Security. You will be responsible for designing cloud infrastructure and cost optimization.","GCP, Networking, Docker, AWS, Terraform, Azure, Security",Lead (8-12 yrs),Dublin,2714000.0,2019-03-08
JOB-01904,Software Engineer,"Hiring a Software Engineer with strong expertise in Linux, Agile, JavaScript, Docker, REST API, C++, Data Structures, Git. You will technical documentation and software design and drive innovation in our technology stack.","Linux, Agile, JavaScript, Docker, REST API, C++, Data Structures, Git",Fresher (0-1 yrs),Ahmedabad,438000.0,2023-08-09
JOB-01905,Data Scientist,"We need an experienced Data Scientist who can work with NLP, Pandas, PyTorch. The role focuses on analyzing large datasets and creating data pipelines and delivering high-quality solutions.","NLP, Pandas, PyTorch",Lead (8-12 yrs),Pune,3564000.0,2025-03-06
JOB-01906,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Node.js, Smart Contracts, DeFi, Web3, Python, JavaScript. Key responsibilities include smart contract development and DApp building.","Node.js, Smart Contracts, DeFi, Web3, Python, JavaScript",Junior (1-3 yrs),Kolkata,799000.0,2019-05-23
JOB-01907,Frontend Developer,"We need an experienced Frontend Developer who can work with JavaScript, Vue.js, Git, REST API, Figma, HTML, TypeScript, Webpack. The role focuses on optimizing web performance and cross-browser compatibility and delivering high-quality solutions.","JavaScript, Vue.js, Git, REST API, Figma, HTML, TypeScript, Webpack",Junior (1-3 yrs),Jaipur,626000.0,2025-02-06
JOB-01908,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with Python, CI/CD, JIRA. You will be responsible for quality assurance and test automation.","Python, CI/CD, JIRA",Fresher (0-1 yrs),Jaipur,346000.0,2025-07-12
JOB-01909,Machine Learning Engineer,"Exciting opportunity for a Machine Learning Engineer! Must be proficient in Computer Vision, Python, Deep Learning, AWS, Scikit-learn, Docker. Key responsibilities include building ML pipelines and feature engineering.","Computer Vision, Python, Deep Learning, AWS, Scikit-learn, Docker",Fresher (0-1 yrs),Berlin,325000.0,2021-11-17
JOB-01910,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Incident Response, Penetration Testing, SIEM, Vulnerability Assessment, Encryption, Firewalls, Linux. You will security audits and incident response and drive innovation in our technology stack.","Incident Response, Penetration Testing, SIEM, Vulnerability Assessment, Encryption, Firewalls, Linux",Senior (5-8 yrs),London,1613000.0,2025-04-25
JOB-01911,Mobile App Developer,"Exciting opportunity for a Mobile App Developer! Must be proficient in Firebase, REST API, Flutter, Android, Git, JavaScript. Key responsibilities include building mobile applications and app store deployment.","Firebase, REST API, Flutter, Android, Git, JavaScript",Mid (3-5 yrs),Jaipur,871000.0,2021-04-27
JOB-01912,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with CI/CD, JIRA, Java, Test Automation, API Testing, Python, Performance Testing, Selenium. You will be responsible for bug tracking and test automation.","CI/CD, JIRA, Java, Test Automation, API Testing, Python, Performance Testing, Selenium",Senior (5-8 yrs),Pune,2334000.0,2023-01-22
JOB-01913,AI Engineer,"We need an experienced AI Engineer who can work with LangChain, Python, NLP, Transformers, PyTorch. The role focuses on integrating AI into products and research and prototyping and delivering high-quality solutions.",,Senior (5-8 yrs),Mumbai,,2023-07-09
JOB-01914,Business Intelligence Analyst,"Hiring a Business Intelligence Analyst with strong expertise in ETL, Data Visualization, Data Warehousing. You will building BI dashboards and data modeling and drive innovation in our technology stack.","ETL, Data Visualization, Data Warehousing",Principal (12+ yrs),Seattle,5462000.0,2023-01-10
JOB-01915,Site Reliability Engineer,"Join our growing team as a Site Reliability Engineer. Required skills: Terraform, Prometheus, Grafana, AWS, Bash, CI/CD, Docker. This role involves incident management and performance optimization and collaborating with cross-functional teams.","Terraform, Prometheus, Grafana, AWS, Bash, CI/CD, Docker",Senior (5-8 yrs),Delhi NCR,1530000.0,2025-10-22
JOB-01916,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Python, Encryption, Penetration Testing, Compliance, Vulnerability Assessment, Incident Response, Firewalls. You will vulnerability assessment and threat detection and drive innovation in our technology stack.","Python, Encryption, Penetration Testing, Compliance, Vulnerability Assessment, Incident Response, Firewalls",Mid (3-5 yrs),Singapore,1532000.0,2019-11-12
JOB-01917,Software Engineer,"We are looking for a skilled Software Engineer to join our team. The ideal candidate should have experience with Data Structures, Python, REST API, Linux, JavaScript, Git, Algorithms, Agile. You will be responsible for technical documentation and writing clean code.","Data Structures, Python, REST API, Linux, JavaScript, Git, Algorithms, Agile",Lead (8-12 yrs),Sydney,2745000.0,2018-10-14
JOB-01918,Mobile App Developer,"Exciting opportunity for a Mobile App Developer! Must be proficient in REST API, iOS, Git, Firebase. Key responsibilities include performance optimization and UI/UX implementation.","REST API, iOS, Git, Firebase",Junior (1-3 yrs),Kolkata,974000.0,2024-10-10
JOB-01919,Backend Developer,"Exciting opportunity for a Backend Developer! Must be proficient in Docker, Kubernetes, RabbitMQ, Microservices, PostgreSQL, Redis. Key responsibilities include microservices architecture and database optimization.","Docker, Kubernetes, RabbitMQ, Microservices, PostgreSQL, Redis",Mid (3-5 yrs),London,1215000.0,2024-05-24
JOB-01920,Machine Learning Engineer,"Exciting opportunity for a Machine Learning Engineer! Must be proficient in MLOps, NLP, Scikit-learn, Deep Learning, Kubernetes. Key responsibilities include building ML pipelines and deploying ML models to production.","MLOps, NLP, Scikit-learn, Deep Learning, Kubernetes",Fresher (0-1 yrs),Chennai,515000.0,2025-06-21
JOB-01921,Data Scientist,"Exciting opportunity for a Data Scientist! Must be proficient in Data Visualization, Deep Learning, NLP, NumPy, Statistics, PyTorch, TensorFlow. Key responsibilities include analyzing large datasets and presenting insights to stakeholders.","Data Visualization, Deep Learning, NLP, NumPy, Statistics, PyTorch, TensorFlow",Mid (3-5 yrs),Bangalore,1066000.0,2024-11-20
JOB-01922,Mobile App Developer,"Hiring a Mobile App Developer with strong expertise in Swift, REST API, Flutter, iOS, Kotlin, Android, JavaScript. You will building mobile applications and performance optimization and drive innovation in our technology stack.","Swift, REST API, Flutter, iOS, Kotlin, Android, JavaScript",Junior (1-3 yrs),Seattle,593000.0,2021-07-19
JOB-01923,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Power BI, SQL, Pandas, Excel, Tableau, Data Visualization, R, Google Analytics. You will be responsible for generating reports and analyzing business metrics.","Power BI, SQL, Pandas, Excel, Tableau, Data Visualization, R, Google Analytics",Senior (5-8 yrs),Jaipur,1640000.0,2019-01-24
JOB-01924,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Firewalls, Compliance, Encryption, Linux, Incident Response, Vulnerability Assessment, SIEM. You will security audits and incident response and drive innovation in our technology stack.","Firewalls, Compliance, Encryption, Linux, Incident Response, Vulnerability Assessment, SIEM",Senior (5-8 yrs),Berlin,1709000.0,2020-05-13
JOB-01925,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with SQL, PostgreSQL, Redis, Kubernetes, REST API, Java. You will be responsible for database optimization and designing scalable backend systems.","SQL, PostgreSQL, Redis, Kubernetes, REST API, Java",Fresher (0-1 yrs),Austin,513000.0,2021-03-26
JOB-01926,Product Manager (Tech),"Hiring a Product Manager (Tech) with strong expertise in User Research, Roadmapping, Scrum. You will feature prioritization and user research and drive innovation in our technology stack.","User Research, Roadmapping, Scrum",Fresher (0-1 yrs),Sydney,418000.0,2023-10-11
JOB-01927,DevOps Engineer,"Hiring a DevOps Engineer with strong expertise in GCP, Docker, Ansible, Kubernetes. You will monitoring and alerting and container orchestration and drive innovation in our technology stack.","GCP, Docker, Ansible, Kubernetes",Senior (5-8 yrs),San Francisco,2348000.0,2020-04-11
JOB-01928,Cybersecurity Analyst,"We need an experienced Cybersecurity Analyst who can work with Penetration Testing, Python, Network Security, SIEM, Firewalls, Encryption, Linux, Vulnerability Assessment. The role focuses on threat detection and incident response and delivering high-quality solutions.","Penetration Testing, Python, Network Security, SIEM, Firewalls, Encryption, Linux, Vulnerability Assessment",Senior (5-8 yrs),Mumbai,1467000.0,2022-07-25
